"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13th week, 2023",,,,,,"Data collected as of April 5, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,304,4,4,0.08,4,0.08,23,0.48,119,2.48,4,0.08,-,-,-,-,18,0.38,-,-,-,-,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
Gunma,385,4.48,2,0.04,14,0.26,22,0.42,167,3.15,-,-,1,0.02,-,-,14,0.26,-,-,7,0.13,-,-,10,0.71,-,-,-,-,-,-,-,-,-,-
Saitama,1217,4.79,53,0.34,28,0.18,62,0.39,565,3.58,19,0.12,3,0.02,4,0.03,33,0.21,1,0.01,7,0.04,-,-,11,0.28,-,-,-,-,-,-,-,-,-,-
Chiba,589,2.85,8,0.06,14,0.11,63,0.49,401,3.11,16,0.12,5,0.04,-,-,21,0.16,1,0.01,4,0.03,-,-,7,0.21,-,-,-,-,-,-,-,-,-,-
Tokyo,1469,3.56,44,0.17,44,0.17,88,0.34,895,3.47,29,0.11,7,0.03,2,0.01,66,0.26,5,0.02,10,0.04,-,-,7,0.18,-,-,-,-,-,-,-,-,-,-
Kanagawa,1055,2.96,18,0.08,19,0.08,93,0.41,634,2.78,7,0.03,8,0.04,2,0.01,48,0.21,2,0.01,10,0.04,1,0.02,20,0.4,1,0.09,2,0.18,-,-,-,-,-,-
Niigata,1586,18.44,35,0.65,14,0.26,55,1.02,178,3.3,5,0.09,-,-,1,0.02,14,0.26,1,0.02,1,0.02,-,-,4,0.4,-,-,-,-,-,-,-,-,-,-
Toyama,340,7.08,31,1.07,5,0.17,33,1.14,246,8.48,2,0.07,1,0.03,1,0.03,6,0.21,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishikawa,187,3.9,7,0.24,8,0.28,10,0.34,287,9.9,4,0.14,5,0.17,-,-,7,0.24,-,-,-,-,-,-,2,0.29,1,0.2,-,-,-,-,-,-,1,0.2
Fukui,110,3.14,18,0.82,7,0.32,18,0.82,80,3.64,10,0.45,5,0.23,-,-,7,0.32,3,0.14,-,-,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
Yamanashi,123,3,4,0.17,-,-,1,0.04,56,2.33,2,0.08,-,-,-,-,4,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nagano,291,3.34,15,0.28,2,0.04,11,0.21,232,4.38,1,0.02,-,-,-,-,5,0.09,-,-,1,0.02,-,-,4,0.36,-,-,-,-,-,-,-,-,-,-
Gifu,201,2.36,12,0.24,7,0.14,17,0.33,142,2.78,3,0.06,4,0.08,-,-,9,0.18,2,0.04,1,0.02,-,-,2,0.18,-,-,1,0.2,-,-,-,-,-,-
Shizuoka,331,2.28,36,0.39,17,0.18,17,0.18,306,3.29,7,0.08,8,0.09,3,0.03,14,0.15,2,0.02,3,0.03,-,-,4,0.17,-,-,-,-,1,0.1,-,-,-,-
Aichi,1026,5.23,27,0.15,22,0.12,59,0.32,848,4.63,24,0.13,8,0.04,-,-,43,0.23,7,0.04,4,0.02,1,0.03,3,0.09,1,0.07,-,-,-,-,-,-,-,-
Mie,310,4.31,4,0.09,11,0.24,20,0.44,173,3.84,10,0.22,2,0.04,-,-,9,0.2,1,0.02,3,0.07,-,-,-,-,1,0.11,-,-,1,0.11,-,-,-,-
Shiga,237,3.95,8,0.22,3,0.08,11,0.31,114,3.17,-,-,-,-,-,-,5,0.14,6,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyoto,267,2.21,68,0.91,6,0.08,66,0.88,279,3.72,3,0.04,1,0.01,-,-,9,0.12,1,0.01,1,0.01,-,-,4,0.22,-,-,-,-,-,-,-,-,1,0.14
Osaka,503,1.69,219,1.12,35,0.18,111,0.57,781,4.01,14,0.07,7,0.04,3,0.02,34,0.17,7,0.04,9,0.05,1,0.02,6,0.12,-,-,-,-,-,-,-,-,1,0.06
Hyogo,512,2.56,92,0.71,21,0.16,47,0.36,656,5.05,4,0.03,5,0.04,1,0.01,13,0.1,6,0.05,2,0.02,-,-,7,0.2,-,-,-,-,-,-,-,-,-,-
Nara,156,2.84,10,0.29,4,0.12,6,0.18,154,4.53,3,0.09,-,-,-,-,8,0.24,1,0.03,-,-,-,-,3,0.3,-,-,-,-,-,-,-,-,-,-
Wakayama,56,1.14,21,0.7,1,0.03,9,0.3,106,3.53,1,0.03,2,0.07,-,-,12,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tottori,104,3.59,1,0.05,7,0.37,14,0.74,150,7.89,-,-,-,-,-,-,3,0.16,-,-,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shimane,131,3.45,1,0.04,16,0.7,4,0.17,82,3.57,3,0.13,-,-,-,-,8,0.35,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Okayama,385,4.58,14,0.26,6,0.11,6,0.11,165,3.06,4,0.07,6,0.11,-,-,12,0.22,4,0.07,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hiroshima,913,8.01,42,0.58,24,0.33,36,0.5,239,3.32,7,0.1,-,-,-,-,13,0.18,9,0.13,-,-,-,-,7,0.37,1,0.05,-,-,-,-,-,-,-,-
Yamaguchi,224,3.39,20,0.44,8,0.18,24,0.53,193,4.29,2,0.04,1,0.02,-,-,11,0.24,9,0.2,1,0.02,-,-,2,0.22,-,-,-,-,1,0.11,-,-,-,-
Tokushima,76,2.05,5,0.22,5,0.22,4,0.17,114,4.96,-,-,-,-,-,-,6,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,183,3.89,3,0.11,6,0.21,-,-,166,5.93,1,0.04,-,-,1,0.04,8,0.29,-,-,1,0.04,-,-,1,0.2,-,-,-,-,-,-,-,-,-,-
Ehime,234,3.9,24,0.67,13,0.36,14,0.39,208,5.78,1,0.03,1,0.03,-,-,19,0.53,1,0.03,4,0.11,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
Kochi,101,2.24,2,0.07,8,0.3,8,0.3,51,1.89,1,0.04,9,0.33,-,-,8,0.3,17,0.63,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukuoka,1008,5.09,83,0.69,36,0.3,280,2.33,495,4.13,7,0.06,17,0.14,-,-,44,0.37,70,0.58,4,0.03,-,-,5,0.19,-,-,1,0.07,-,-,-,-,1,0.07
Saga,167,4.28,42,1.83,13,0.57,7,0.3,63,2.74,1,0.04,5,0.22,1,0.04,10,0.43,25,1.09,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nagasaki,211,3.01,50,1.14,15,0.34,69,1.57,102,2.32,5,0.11,9,0.2,-,-,9,0.2,37,0.84,-,-,-,-,3,0.38,-,-,1,0.08,-,-,-,-,-,-
Kumamoto,287,3.63,32,0.65,9,0.18,8,0.16,168,3.43,2,0.04,2,0.04,-,-,16,0.33,61,1.24,3,0.06,-,-,3,0.33,1,0.07,-,-,-,-,-,-,-,-
Oita,280,4.83,5,0.14,10,0.28,12,0.33,299,8.31,8,0.22,2,0.06,-,-,16,0.44,6,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Miyazaki,193,3.33,39,1.08,9,0.25,23,0.64,252,7,14,0.39,4,0.11,1,0.03,21,0.58,9,0.25,1,0.03,-,-,10,1.67,-,-,-,-,-,-,-,-,-,-
Kagoshima,102,1.13,82,1.58,12,0.23,18,0.35,262,5.04,2,0.04,8,0.15,-,-,14,0.27,8,0.15,5,0.1,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Okinawa,244,4.36,10,0.3,13,0.39,37,1.12,57,1.73,5,0.15,130,3.94,-,-,10,0.3,-,-,-,-,-,-,5,0.56,-,-,-,-,-,-,-,-,-,-
