"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2023",,,,,,"Data collected as of March 8, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,864,11.37,2,0.04,6,0.13,13,0.27,210,4.38,4,0.08,-,-,-,-,12,0.25,-,-,-,-,-,-,2,0.17,-,-,1,0.14,-,-,-,-,1,0.14
Gunma,463,5.38,2,0.04,11,0.21,24,0.45,297,5.6,13,0.25,2,0.04,-,-,22,0.42,2,0.04,-,-,-,-,1,0.07,-,-,-,-,-,-,-,-,-,-
Saitama,2722,10.63,27,0.17,24,0.15,54,0.34,893,5.55,18,0.11,3,0.02,1,0.01,45,0.28,-,-,9,0.06,-,-,6,0.15,1,0.09,-,-,-,-,-,-,1,0.09
Chiba,1796,8.51,-,-,6,0.05,75,0.57,601,4.59,4,0.03,1,0.01,-,-,17,0.13,2,0.02,6,0.05,-,-,11,0.31,-,-,1,0.11,-,-,-,-,-,-
Tokyo,3436,8.34,15,0.06,30,0.12,93,0.36,1391,5.37,12,0.05,3,0.01,4,0.02,48,0.19,1,0,11,0.04,1,0.03,3,0.08,-,-,3,0.12,1,0.04,1,0.04,1,0.04
Kanagawa,4042,11.35,33,0.14,13,0.06,72,0.31,914,3.99,7,0.03,3,0.01,3,0.01,45,0.2,-,-,5,0.02,1,0.02,19,0.37,-,-,2,0.18,-,-,-,-,-,-
Niigata,853,9.8,61,1.09,12,0.21,49,0.88,301,5.38,6,0.11,-,-,1,0.02,6,0.11,-,-,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Toyama,1260,26.25,18,0.62,8,0.28,32,1.1,326,11.24,2,0.07,-,-,-,-,3,0.1,2,0.07,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishikawa,1621,33.77,25,0.86,4,0.14,9,0.31,223,7.69,4,0.14,2,0.07,-,-,5,0.17,-,-,-,-,-,-,2,0.29,-,-,1,0.2,-,-,-,-,-,-
Fukui,868,23.46,6,0.26,14,0.61,11,0.48,88,3.83,2,0.09,10,0.43,-,-,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,119,2.9,1,0.04,-,-,2,0.08,158,6.58,1,0.04,-,-,-,-,6,0.25,-,-,1,0.04,-,-,2,0.22,1,0.1,-,-,-,-,-,-,-,-
Nagano,794,9.13,10,0.19,2,0.04,8,0.15,435,8.21,5,0.09,-,-,-,-,7,0.13,-,-,3,0.06,-,-,2,0.2,-,-,-,-,-,-,-,-,-,-
Gifu,289,3.32,4,0.08,6,0.11,6,0.11,242,4.57,-,-,1,0.02,1,0.02,11,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shizuoka,578,4.16,18,0.2,11,0.12,14,0.16,541,6.08,5,0.06,1,0.01,1,0.01,19,0.21,-,-,4,0.04,-,-,3,0.14,2,0.2,-,-,-,-,-,-,-,-
Aichi,1581,8.11,11,0.06,25,0.14,64,0.35,1154,6.34,9,0.05,3,0.02,2,0.01,22,0.12,2,0.01,1,0.01,-,-,4,0.11,-,-,-,-,-,-,-,-,-,-
Mie,577,8.01,1,0.02,19,0.42,7,0.16,193,4.29,3,0.07,3,0.07,-,-,11,0.24,-,-,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shiga,851,14.18,4,0.11,10,0.28,16,0.44,156,4.33,4,0.11,1,0.03,-,-,3,0.08,1,0.03,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyoto,1757,14.28,20,0.27,15,0.2,49,0.65,331,4.41,8,0.11,2,0.03,1,0.01,12,0.16,1,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Osaka,3085,10.39,63,0.32,25,0.13,92,0.47,1108,5.71,11,0.06,7,0.04,2,0.01,36,0.19,3,0.02,7,0.04,-,-,3,0.06,-,-,-,-,-,-,-,-,1,0.06
Hyogo,1819,9.14,30,0.23,16,0.12,38,0.29,1155,8.95,7,0.05,9,0.07,-,-,17,0.13,2,0.02,4,0.03,1,0.03,9,0.26,-,-,-,-,-,-,-,-,-,-
Nara,612,11.13,13,0.38,5,0.15,10,0.29,256,7.53,1,0.03,3,0.09,1,0.03,5,0.15,-,-,1,0.03,-,-,5,0.5,1,0.17,-,-,-,-,-,-,-,-
Wakayama,440,8.98,3,0.1,-,-,15,0.5,141,4.7,1,0.03,-,-,-,-,6,0.2,-,-,-,-,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-
Tottori,121,4.17,2,0.11,3,0.16,27,1.42,179,9.42,-,-,1,0.05,-,-,3,0.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.4
Shimane,332,8.74,3,0.13,3,0.13,3,0.13,165,7.17,1,0.04,1,0.04,-,-,7,0.3,-,-,-,-,-,-,-,-,2,0.25,-,-,-,-,-,-,-,-
Okayama,690,8.21,25,0.46,8,0.15,7,0.13,242,4.48,1,0.02,7,0.13,1,0.02,8,0.15,2,0.04,1,0.02,-,-,2,0.17,-,-,2,0.4,-,-,-,-,-,-
Hiroshima,1033,8.98,7,0.1,23,0.32,30,0.42,470,6.53,2,0.03,1,0.01,-,-,8,0.11,4,0.06,3,0.04,2,0.11,6,0.32,-,-,-,-,-,-,-,-,-,-
Yamaguchi,524,7.94,5,0.11,7,0.16,13,0.29,371,8.24,-,-,-,-,1,0.02,15,0.33,7,0.16,1,0.02,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
Tokushima,288,7.78,5,0.22,6,0.26,1,0.04,170,7.39,1,0.04,-,-,1,0.04,5,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,547,11.64,7,0.25,7,0.25,1,0.04,213,7.61,1,0.04,-,-,-,-,5,0.18,2,0.07,1,0.04,-,-,1,0.2,-,-,-,-,-,-,-,-,-,-
Ehime,430,7.05,17,0.46,7,0.19,6,0.16,510,13.78,1,0.03,-,-,-,-,9,0.24,1,0.03,2,0.05,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
Kochi,354,7.87,6,0.22,1,0.04,9,0.33,169,6.26,1,0.04,2,0.07,-,-,4,0.15,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13,-,-,1,0.13
Fukuoka,2879,14.54,53,0.44,28,0.23,181,1.51,803,6.69,9,0.08,17,0.14,1,0.01,42,0.35,24,0.2,2,0.02,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-
Saga,627,16.08,34,1.48,9,0.39,8,0.35,104,4.52,-,-,13,0.57,-,-,12,0.52,8,0.35,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,2,0.33
Nagasaki,824,11.94,29,0.67,14,0.33,91,2.12,165,3.84,4,0.09,-,-,-,-,10,0.23,-,-,5,0.12,3,0.38,1,0.13,1,0.08,-,-,-,-,-,-,-,-
Kumamoto,582,7.28,43,0.86,12,0.24,20,0.4,284,5.68,1,0.02,1,0.02,-,-,19,0.38,29,0.58,1,0.02,-,-,1,0.11,-,-,-,-,1,0.07,-,-,-,-
Oita,872,15.03,-,-,3,0.08,12,0.33,420,11.67,5,0.14,1,0.03,-,-,12,0.33,4,0.11,-,-,-,-,1,0.2,1,0.09,-,-,-,-,-,-,-,-
Miyazaki,511,8.81,22,0.61,17,0.47,11,0.31,379,10.53,3,0.08,-,-,-,-,13,0.36,14,0.39,1,0.03,-,-,7,1.17,1,0.14,-,-,-,-,-,-,-,-
Kagoshima,355,3.86,50,0.93,12,0.22,19,0.35,475,8.8,1,0.02,6,0.11,-,-,14,0.26,4,0.07,2,0.04,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Okinawa,443,8.05,3,0.09,4,0.13,43,1.34,53,1.66,4,0.13,86,2.69,-,-,7,0.22,-,-,3,0.09,-,-,7,0.78,2,0.29,-,-,-,-,-,-,-,-
