"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12th week, 2023",,,,,,"Data collected as of March 29, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Ishikawa,492,10.25,16,0.55,9,0.31,14,0.48,228,7.86,3,0.1,4,0.14,-,-,4,0.14,-,-,1,0.03,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
Fukui,162,4.38,16,0.7,6,0.26,26,1.13,98,4.26,3,0.13,1,0.04,-,-,2,0.09,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,145,3.54,1,0.04,1,0.04,-,-,83,3.46,1,0.04,-,-,-,-,3,0.13,-,-,1,0.04,-,-,3,0.33,-,-,-,-,-,-,-,-,-,-
Nagano,433,4.98,15,0.28,1,0.02,8,0.15,208,3.92,2,0.04,-,-,-,-,7,0.13,-,-,-,-,-,-,3,0.3,-,-,1,0.08,-,-,-,-,-,-
Gifu,278,3.2,10,0.19,7,0.13,9,0.17,208,3.92,3,0.06,4,0.08,-,-,11,0.21,-,-,3,0.06,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
Shizuoka,471,3.39,31,0.35,20,0.22,34,0.38,324,3.64,5,0.06,3,0.03,1,0.01,20,0.22,1,0.01,1,0.01,-,-,1,0.05,-,-,1,0.1,1,0.1,-,-,2,0.2
Aichi,1600,8.21,22,0.12,20,0.11,73,0.4,856,4.7,12,0.07,4,0.02,1,0.01,22,0.12,2,0.01,3,0.02,-,-,3,0.09,1,0.07,-,-,-,-,-,-,-,-
Mie,567,7.88,2,0.04,8,0.18,16,0.36,211,4.69,2,0.04,1,0.02,-,-,5,0.11,-,-,-,-,-,-,-,-,1,0.11,1,0.11,-,-,-,-,-,-
Shiga,497,8.42,9,0.25,3,0.08,13,0.36,133,3.69,4,0.11,-,-,-,-,8,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyoto,597,4.89,56,0.76,2,0.03,48,0.65,307,4.15,11,0.15,5,0.07,-,-,5,0.07,1,0.01,1,0.01,-,-,-,-,-,-,1,0.14,-,-,-,-,1,0.14
Osaka,958,3.21,188,0.96,42,0.22,99,0.51,925,4.74,9,0.05,13,0.07,-,-,39,0.2,10,0.05,10,0.05,-,-,7,0.14,-,-,-,-,-,-,-,-,-,-
Hyogo,929,4.67,70,0.54,26,0.2,23,0.18,718,5.57,8,0.06,11,0.09,2,0.02,24,0.19,2,0.02,1,0.01,-,-,4,0.11,-,-,1,0.07,-,-,-,-,-,-
Nara,335,6.09,20,0.59,6,0.18,13,0.38,193,5.68,2,0.06,1,0.03,-,-,8,0.24,2,0.06,-,-,-,-,1,0.1,-,-,-,-,-,-,-,-,-,-
Wakayama,130,2.65,7,0.23,4,0.13,26,0.87,119,3.97,3,0.1,-,-,-,-,3,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tottori,143,4.93,-,-,1,0.05,24,1.26,175,9.21,2,0.11,-,-,1,0.05,3,0.16,-,-,-,-,1,0.2,-,-,-,-,-,-,-,-,-,-,-,-
Shimane,147,3.87,-,-,1,0.04,6,0.26,77,3.35,1,0.04,4,0.17,1,0.04,6,0.26,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Okayama,589,7.01,7,0.13,4,0.07,8,0.15,209,3.87,1,0.02,2,0.04,1,0.02,10,0.19,4,0.07,1,0.02,-,-,2,0.17,-,-,1,0.2,-,-,-,-,-,-
Hiroshima,1158,10.07,21,0.29,12,0.17,41,0.57,284,3.94,5,0.07,-,-,-,-,16,0.22,6,0.08,-,-,-,-,4,0.21,-,-,-,-,1,0.05,-,-,-,-
Yamaguchi,470,7.12,14,0.31,4,0.09,29,0.64,218,4.84,2,0.04,1,0.02,-,-,12,0.27,9,0.2,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
Tokushima,95,2.57,5,0.22,-,-,1,0.04,109,4.74,-,-,-,-,-,-,5,0.22,-,-,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,414,8.81,9,0.32,6,0.21,2,0.07,141,5.04,2,0.07,1,0.04,-,-,5,0.18,-,-,2,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ehime,261,4.28,7,0.19,7,0.19,14,0.38,314,8.49,4,0.11,1,0.03,1,0.03,14,0.38,1,0.03,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kochi,143,3.18,3,0.11,4,0.15,5,0.19,78,2.89,2,0.07,5,0.19,-,-,6,0.22,5,0.19,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukuoka,1722,8.7,90,0.75,40,0.33,179,1.49,618,5.15,9,0.08,8,0.07,-,-,43,0.36,44,0.37,4,0.03,-,-,2,0.08,1,0.07,1,0.07,-,-,-,-,-,-
Saga,202,5.18,14,0.61,11,0.48,8,0.35,67,2.91,1,0.04,5,0.22,-,-,7,0.3,16,0.7,1,0.04,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
Nagasaki,275,3.93,45,1.02,15,0.34,81,1.84,132,3,3,0.07,-,-,1,0.02,8,0.18,8,0.18,4,0.09,-,-,-,-,-,-,-,-,2,0.17,-,-,-,-
Kumamoto,436,5.52,41,0.84,6,0.12,8,0.16,204,4.16,4,0.08,2,0.04,-,-,13,0.27,35,0.71,1,0.02,-,-,2,0.22,-,-,2,0.13,-,-,-,-,-,-
Oita,500,8.62,9,0.25,6,0.17,15,0.42,377,10.47,12,0.33,2,0.06,-,-,18,0.5,4,0.11,3,0.08,-,-,1,0.2,-,-,-,-,1,0.09,-,-,-,-
Miyazaki,308,5.31,20,0.56,22,0.61,22,0.61,283,7.86,2,0.06,-,-,-,-,14,0.39,10,0.28,2,0.06,-,-,6,1,-,-,-,-,-,-,-,-,-,-
Kagoshima,190,2.07,73,1.35,32,0.59,22,0.41,379,7.02,-,-,4,0.07,1,0.02,16,0.3,5,0.09,2,0.04,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
Okinawa,416,7.56,6,0.19,8,0.25,38,1.19,50,1.56,2,0.06,119,3.72,-,-,7,0.22,3,0.09,2,0.06,1,0.11,5,0.56,2,0.29,1,0.14,-,-,-,-,-,-
