"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2023",,,,,,"Data collected as of May 8, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Aichi,23220,119.08,454,2.49,378,2.08,1270,6.98,16724,91.89,178,0.98,104,0.57,18,0.1,496,2.73,43,0.24,62,0.34,3,0.09,44,1.26,7,0.47,5,0.33,-,-,-,-,1,0.07
Mie,8304,116.96,100,2.27,179,4.07,170,3.86,3819,86.8,82,1.86,16,0.36,4,0.09,172,3.91,7,0.16,15,0.34,-,-,7,0.58,4,0.44,8,0.89,3,0.33,-,-,-,-
Shiga,8645,146.53,198,5.66,86,2.46,237,6.77,2872,82.06,65,1.86,23,0.66,4,0.11,86,2.46,22,0.63,14,0.4,-,-,-,-,-,-,1,0.14,2,0.29,-,-,-,-
Kyoto,23944,193.1,720,9.6,193,2.57,948,12.64,5943,79.24,134,1.79,102,1.36,13,0.17,186,2.48,66,0.88,17,0.23,1,0.06,34,2,1,0.14,2,0.29,3,0.43,-,-,5,0.71
Osaka,58344,197.11,2800,14.51,568,2.94,1808,9.37,18411,95.39,241,1.25,269,1.39,32,0.17,674,3.49,165,0.85,108,0.56,10,0.2,125,2.45,-,-,5,0.33,-,-,-,-,7,0.47
Hyogo,26922,135.97,1114,8.64,363,2.81,666,5.16,15755,122.13,173,1.34,320,2.48,22,0.17,391,3.03,168,1.3,36,0.28,5,0.14,141,4.03,6,0.43,7,0.5,-,-,-,-,1,0.07
Nara,8061,146.56,389,11.44,90,2.65,179,5.26,3269,96.15,29,0.85,100,2.94,4,0.12,134,3.94,22,0.65,8,0.24,1,0.1,54,5.4,6,1,3,0.5,1,0.17,1,0.17,1,0.17
Wakayama,5120,104.49,387,12.9,46,1.53,188,6.27,2291,76.37,29,0.97,32,1.07,1,0.03,97,3.23,3,0.1,12,0.4,4,1,5,1.25,2,0.18,4,0.36,4,0.36,-,-,3,0.27
Tottori,1625,56.03,40,2.11,46,2.42,444,23.37,2553,134.37,13,0.68,18,0.95,4,0.21,85,4.47,6,0.32,4,0.21,1,0.2,2,0.4,1,0.2,2,0.4,-,-,-,-,4,0.8
Shimane,2934,77.21,25,1.09,71,3.09,73,3.17,2404,104.52,46,2,74,3.22,3,0.13,144,6.26,14,0.61,9,0.39,-,-,7,2.33,4,0.5,2,0.25,-,-,-,-,-,-
Okayama,9172,109.19,317,5.87,154,2.85,172,3.19,5035,93.24,58,1.07,137,2.54,9,0.17,171,3.17,57,1.06,37,0.69,5,0.42,39,3.25,2,0.4,6,1.2,1,0.2,-,-,3,0.6
Hiroshima,13972,122.56,465,6.55,317,4.46,512,7.21,7657,107.85,66,0.93,34,0.48,8,0.11,245,3.45,126,1.77,19,0.27,8,0.42,103,5.42,2,0.1,1,0.05,3,0.14,-,-,2,0.1
Yamaguchi,5702,87.72,393,8.93,88,2,405,9.2,4931,112.07,45,1.02,31,0.7,7,0.16,258,5.86,110,2.5,19,0.43,-,-,39,4.33,-,-,1,0.11,3,0.33,-,-,-,-
Tokushima,2965,80.14,103,4.48,44,1.91,30,1.3,2283,99.26,23,1,38,1.65,3,0.13,116,5.04,7,0.3,7,0.3,2,0.5,2,0.5,1,0.14,3,0.43,-,-,-,-,-,-
Kagawa,6851,145.77,170,6.07,92,3.29,32,1.14,4023,143.68,27,0.96,9,0.32,1,0.04,154,5.5,73,2.61,14,0.5,-,-,7,1.4,-,-,2,0.4,1,0.2,-,-,-,-
Ehime,6282,104.7,283,7.86,91,2.53,373,10.36,6048,168,33,0.92,34,0.94,2,0.06,265,7.36,17,0.47,22,0.61,-,-,60,7.5,-,-,-,-,2,0.33,-,-,-,-
Kochi,4614,102.53,172,6.37,33,1.22,120,4.44,2137,79.15,24,0.89,99,3.67,8,0.3,101,3.74,175,6.48,4,0.15,-,-,3,1,2,0.25,-,-,11,1.38,-,-,6,0.75
Fukuoka,42971,217.03,1451,12.09,537,4.48,3314,27.62,11732,97.77,208,1.73,410,3.42,15,0.13,749,6.24,768,6.4,71,0.59,1,0.04,71,2.73,7,0.47,4,0.27,1,0.07,-,-,3,0.2
Saga,7277,186.59,470,20.43,145,6.3,118,5.13,1315,57.17,16,0.7,88,3.83,3,0.13,184,8,321,13.96,13,0.57,-,-,5,1.25,3,0.5,1,0.17,1,0.17,-,-,4,0.67
Nagasaki,10755,153.64,721,16.39,137,3.11,1231,27.98,2772,63,75,1.7,172,3.91,9,0.2,196,4.45,518,11.77,32,0.73,12,1.5,38,4.75,2,0.17,3,0.25,4,0.33,-,-,-,-
Kumamoto,8659,109.61,723,14.76,170,3.47,205,4.18,4558,93.02,57,1.16,110,2.24,-,-,356,7.27,846,17.27,37,0.76,-,-,55,6.11,3,0.2,7,0.47,1,0.07,-,-,-,-
Oita,9883,170.4,132,3.67,116,3.22,250,6.94,6775,188.19,75,2.08,26,0.72,9,0.25,241,6.69,93,2.58,32,0.89,-,-,27,5.4,1,0.09,1,0.09,7,0.64,-,-,-,-
Miyazaki,10168,178.39,450,12.86,248,7.09,338,9.66,6207,177.34,69,1.97,75,2.14,6,0.17,255,7.29,356,10.17,27,0.77,2,0.33,78,13,1,0.14,1,0.14,-,-,-,-,-,-
Kagoshima,7707,84.69,1321,24.92,382,7.21,322,6.08,7020,132.45,57,1.08,233,4.4,17,0.32,259,4.89,201,3.79,47,0.89,2,0.29,45,6.43,-,-,3,0.25,-,-,-,-,-,-
Okinawa,15984,290.62,169,5.28,121,3.78,598,18.69,1070,33.44,53,1.66,1479,46.22,7,0.22,109,3.41,41,1.28,20,0.63,10,1.25,93,11.63,8,1.14,5,0.71,1,0.14,1,0.14,-,-
