Reporting Area,Current MMWR Year,MMWR WEEK,Disease,Current week,"Current week, flag"
総数,2026,20,Acute encephalitis,6,
総数,2026,20,Acute flaccid paralysis,0,
総数,2026,20,Acute hemorrhagic conjunctivitis,8,
総数,2026,20,Acute poliomyelitis,0,
総数,2026,20,Amoebic dysentery,7,
総数,2026,20,Anthrax,0,
総数,2026,20,Aseptic meningitis,13,
総数,2026,20,Avian influenza (H5N1),0,
総数,2026,20,Avian influenza (H7N9),0,
総数,2026,20,Avian influenza (excluding H5N1),0,
総数,2026,20,Bacterial dysentery,3,
総数,2026,20,Bacterial meningitis,10,
総数,2026,20,Botulism,0,
総数,2026,20,Brucellosis,0,
総数,2026,20,COVID-19,1395,
総数,2026,20,Carbapenem-resistant Enterobacterales infection,15,
総数,2026,20,Casanul forest disease,0,
総数,2026,20,Chickenpox,1095,
総数,2026,20,Chickenpox (hospitalized cases),18,
総数,2026,20,Chikungunya fever,1,
総数,2026,20,Chlamydial pneumonia,7,
総数,2026,20,Cholera,0,
総数,2026,20,Coccidioidomycosis,0,
総数,2026,20,Congenital rubella syndrome,0,
総数,2026,20,Creutzfeldt-Jakob disease,1,
総数,2026,20,Crimean-Congo hemorrhagic fever,0,
総数,2026,20,Cryptosporidiosis,0,
総数,2026,20,Dengue fever,2,
総数,2026,20,Diphtheria,0,
総数,2026,20,Disseminated cryptococcosis,0,
総数,2026,20,Drug-resistant Acinetobacter infection,0,
総数,2026,20,Eastern equine encephalitis,0,
総数,2026,20,Ebola hemorrhagic fever,0,
総数,2026,20,Echinococcosis,0,
総数,2026,20,Enterohemorrhagic E. coli infection (EHEC),65,
総数,2026,20,Epidemic keratoconjunctivitis,358,
総数,2026,20,Erythema infectiosum (Fifth disease),196,
総数,2026,20,Giardiasis,0,
総数,2026,20,Group A streptococcal pharyngitis,6828,
総数,2026,20,Hand-foot-and-mouth disease,1477,
総数,2026,20,Hantavirus pulmonary syndrome,0,
総数,2026,20,Hemorrhagic fever with renal syndrome,0,
総数,2026,20,Hendra virus infection,0,
総数,2026,20,Hepatitis A,11,
総数,2026,20,Hepatitis E,10,
総数,2026,20,Herpangina,331,
総数,2026,20,Herpes B (Macacine herpesvirus 1) infection,0,
総数,2026,20,Infectious gastroenteritis,11317,
総数,2026,20,Infectious gastroenteritis (Rotavirus),30,
総数,2026,20,Influenza,527,
総数,2026,20,Invasive Haemophilus influenzae infection,16,
総数,2026,20,Invasive meningococcal disease,5,
総数,2026,20,Invasive pneumococcal disease,66,
総数,2026,20,Japanese encephalitis,0,
総数,2026,20,Japanese spotted fever,20,
総数,2026,20,Lassa fever,0,
総数,2026,20,Legionellosis,38,
総数,2026,20,Leptospirosis,0,
総数,2026,20,Lissavirus infection,0,
総数,2026,20,Lyme disease,0,
総数,2026,20,MERS (Middle East respiratory syndrome),0,
総数,2026,20,Malaria,0,
総数,2026,20,Marburg hemorrhagic fever,0,
総数,2026,20,Measles,17,
総数,2026,20,Melioidosis,0,
総数,2026,20,Mpox,5,
総数,2026,20,Multi-drug-resistant Pseudomonas aeruginosa infection,6,
総数,2026,20,Mumps,84,
総数,2026,20,Mycoplasma pneumonia,75,
総数,2026,20,Nipah virus infection,0,
総数,2026,20,Omsk hemorrhagic fever,0,
総数,2026,20,Paratyphoid fever,0,
総数,2026,20,Pertussis (Whooping cough),133,
総数,2026,20,Pharyngoconjunctival fever,974,
総数,2026,20,Plague,0,
総数,2026,20,Pseudoglanders,0,
総数,2026,20,Psittacosis (Ornithosis),0,
総数,2026,20,Q fever,0,
総数,2026,20,Rabies,0,
総数,2026,20,Relapsing fever,0,
総数,2026,20,Respiratory syncytial virus infection (RSV),633,
総数,2026,20,Rift Valley fever,0,
総数,2026,20,Rocky Mountain spotted fever,0,
総数,2026,20,Roseola (Exanthem subitum),823,
総数,2026,20,Rubella,1,
総数,2026,20,SARS (Severe Acute Respiratory Syndrome),0,
総数,2026,20,Scrub typhus (Tsutsugamushi disease),3,
総数,2026,20,Severe fever with thrombocytopenia syndrome (SFTS),10,
