"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2023",,,,,,"Data collected as of February 8, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,1834,24.13,27,0.56,7,0.15,62,1.29,1388,28.92,15,0.31,18,0.38,1,0.02,65,1.35,3,0.06,2,0.04,-,-,9,0.75,-,-,-,-,-,-,-,-,-,-
Gunma,1635,19.01,49,0.92,42,0.79,37,0.7,1943,36.66,25,0.47,7,0.13,4,0.08,76,1.43,2,0.04,8,0.15,-,-,14,1,-,-,-,-,-,-,-,-,-,-
Saitama,8061,31.86,76,0.48,68,0.43,228,1.43,6856,43.12,64,0.4,30,0.19,8,0.05,177,1.11,5,0.03,30,0.19,6,0.15,39,0.98,1,0.09,5,0.45,1,0.09,-,-,1,0.09
Chiba,7936,37.79,72,0.55,27,0.21,161,1.23,5443,41.55,67,0.51,11,0.08,2,0.02,109,0.83,3,0.02,17,0.13,-,-,37,1.09,1,0.11,2,0.22,-,-,-,-,-,-
Tokyo,14990,36.47,126,0.48,96,0.37,252,0.97,10765,41.4,109,0.42,48,0.18,8,0.03,291,1.12,17,0.07,39,0.15,1,0.03,17,0.45,2,0.08,2,0.08,2,0.08,1,0.04,-,-
Kanagawa,14697,40.83,71,0.31,62,0.27,253,1.11,8516,37.52,60,0.26,45,0.2,10,0.04,217,0.96,20,0.09,40,0.18,1,0.02,101,2.02,1,0.09,2,0.18,3,0.27,-,-,-,-
Niigata,2034,23.65,170,3.04,39,0.7,196,3.5,1407,25.13,18,0.32,19,0.34,2,0.04,64,1.14,3,0.05,8,0.14,-,-,7,0.7,-,-,3,0.25,-,-,-,-,-,-
Toyama,2156,44.92,57,1.97,41,1.41,84,2.9,1197,41.28,10,0.34,5,0.17,1,0.03,26,0.9,4,0.14,1,0.03,-,-,4,0.57,-,-,-,-,-,-,-,-,-,-
Ishikawa,3144,65.5,61,2.1,23,0.79,28,0.97,1467,50.59,12,0.41,37,1.28,1,0.03,36,1.24,3,0.1,3,0.1,-,-,18,2.57,-,-,-,-,1,0.2,-,-,-,-
Fukui,3024,81.73,31,1.35,39,1.7,66,2.87,748,32.52,30,1.3,57,2.48,1,0.04,30,1.3,5,0.22,3,0.13,-,-,1,0.33,2,0.33,1,0.17,-,-,-,-,-,-
Yamanashi,495,12.07,47,1.96,2,0.08,9,0.38,840,35,-,-,-,-,1,0.04,33,1.38,-,-,4,0.17,-,-,19,2.11,-,-,-,-,-,-,-,-,-,-
Nagano,1957,22.24,114,2.11,5,0.09,78,1.44,2161,40.02,22,0.41,10,0.19,1,0.02,53,0.98,16,0.3,2,0.04,3,0.3,15,1.5,-,-,1,0.08,3,0.25,-,-,-,-
Gifu,1647,18.93,13,0.25,35,0.66,26,0.49,770,14.53,2,0.04,5,0.09,1,0.02,41,0.77,-,-,1,0.02,-,-,4,0.36,-,-,-,-,-,-,-,-,1,0.2
Shizuoka,2603,18.73,126,1.42,58,0.65,64,0.72,2606,29.28,39,0.44,8,0.09,5,0.06,81,0.91,1,0.01,20,0.22,-,-,10,0.45,1,0.1,-,-,2,0.2,-,-,-,-
Aichi,7243,37.14,58,0.32,61,0.34,327,1.8,4628,25.43,42,0.23,28,0.15,4,0.02,130,0.71,2,0.01,8,0.04,-,-,11,0.31,-,-,2,0.13,-,-,-,-,-,-
Mie,2694,38.49,9,0.2,39,0.89,49,1.11,1173,26.66,23,0.52,3,0.07,3,0.07,53,1.2,2,0.05,3,0.07,-,-,1,0.08,2,0.22,1,0.11,-,-,-,-,-,-
Shiga,2201,36.68,10,0.28,30,0.83,46,1.28,968,26.89,17,0.47,15,0.42,-,-,26,0.72,2,0.06,3,0.08,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-
Kyoto,9650,77.82,32,0.43,65,0.87,249,3.32,1924,25.65,58,0.77,56,0.75,2,0.03,59,0.79,30,0.4,6,0.08,1,0.06,10,0.59,-,-,1,0.14,1,0.14,-,-,-,-
Osaka,28729,96.41,124,0.64,126,0.65,341,1.76,5399,27.83,93,0.48,98,0.51,5,0.03,176,0.91,45,0.23,22,0.11,3,0.06,33,0.63,-,-,1,0.06,-,-,-,-,1,0.06
Hyogo,11047,55.51,128,0.99,91,0.71,143,1.11,4671,36.21,48,0.37,143,1.11,6,0.05,120,0.93,22,0.17,17,0.13,2,0.06,42,1.2,1,0.07,2,0.14,-,-,-,-,-,-
Nara,3078,55.96,16,0.47,35,1.03,52,1.53,777,22.85,10,0.29,41,1.21,2,0.06,43,1.26,6,0.18,2,0.06,-,-,16,1.6,2,0.33,3,0.5,-,-,1,0.17,-,-
Wakayama,2257,46.06,43,1.43,11,0.37,26,0.87,615,20.5,10,0.33,22,0.73,-,-,21,0.7,1,0.03,4,0.13,1,0.25,-,-,1,0.09,-,-,1,0.09,-,-,-,-
Tottori,504,17.38,4,0.21,14,0.74,91,4.79,522,27.47,3,0.16,7,0.37,2,0.11,20,1.05,1,0.05,1,0.05,-,-,2,0.4,-,-,-,-,-,-,-,-,-,-
Shimane,737,19.39,-,-,9,0.39,15,0.65,700,30.43,13,0.57,45,1.96,-,-,45,1.96,3,0.13,1,0.04,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Okayama,2411,28.7,110,2.04,47,0.87,46,0.85,1976,36.59,23,0.43,27,0.5,2,0.04,60,1.11,7,0.13,5,0.09,2,0.17,12,1,2,0.4,3,0.6,-,-,-,-,-,-
Hiroshima,3708,32.53,79,1.11,48,0.68,88,1.24,3100,43.66,20,0.28,18,0.25,1,0.01,64,0.9,10,0.14,5,0.07,1,0.05,32,1.68,-,-,-,-,1,0.05,-,-,1,0.05
Yamaguchi,1433,22.05,51,1.13,16,0.36,75,1.67,1426,31.69,12,0.27,14,0.31,1,0.02,67,1.49,14,0.31,4,0.09,-,-,21,2.33,-,-,-,-,1,0.11,-,-,-,-
Tokushima,1039,28.08,37,1.61,5,0.22,4,0.17,698,30.35,9,0.39,34,1.48,-,-,35,1.52,4,0.17,2,0.09,1,0.25,2,0.5,1,0.14,1,0.14,-,-,-,-,-,-
Kagawa,2114,44.98,33,1.18,19,0.68,11,0.39,1711,61.11,3,0.11,3,0.11,-,-,35,1.25,2,0.07,2,0.07,-,-,1,0.2,-,-,-,-,1,0.2,-,-,-,-
Ehime,2739,44.9,43,1.16,13,0.35,81,2.19,1647,44.51,8,0.22,24,0.65,-,-,69,1.86,4,0.11,7,0.19,-,-,12,1.5,-,-,-,-,2,0.33,-,-,-,-
Kochi,1820,40.44,64,2.37,6,0.22,29,1.07,818,30.3,7,0.26,33,1.22,4,0.15,38,1.41,-,-,1,0.04,-,-,2,0.67,1,0.13,-,-,1,0.13,-,-,3,0.38
Fukuoka,18575,93.81,241,2.01,109,0.91,601,5.01,3459,28.83,58,0.48,178,1.48,2,0.02,188,1.57,157,1.31,13,0.11,-,-,14,0.54,2,0.13,-,-,-,-,-,-,1,0.07
Saga,2896,74.26,72,3.13,23,1,27,1.17,291,12.65,3,0.13,46,2,1,0.04,46,2,36,1.57,4,0.17,-,-,2,0.5,-,-,-,-,-,-,-,-,1,0.17
Nagasaki,4437,63.39,141,3.2,22,0.5,450,10.23,1004,22.82,26,0.59,64,1.45,3,0.07,47,1.07,17,0.39,13,0.3,6,0.75,16,2,-,-,-,-,-,-,-,-,-,-
Kumamoto,3384,42.3,258,5.16,30,0.6,31,0.62,1540,30.8,17,0.34,61,1.22,-,-,110,2.2,110,2.2,9,0.18,-,-,18,2,2,0.13,1,0.07,-,-,-,-,-,-
Oita,2995,51.64,10,0.28,24,0.67,44,1.22,1736,48.22,11,0.31,10,0.28,2,0.06,59,1.64,28,0.78,6,0.17,-,-,13,2.6,-,-,-,-,2,0.18,-,-,-,-
Miyazaki,4851,86.63,51,1.46,55,1.57,49,1.4,1803,51.51,13,0.37,24,0.69,-,-,73,2.09,49,1.4,11,0.31,-,-,15,2.5,-,-,1,0.14,-,-,-,-,-,-
Kagoshima,4308,47.34,156,2.89,84,1.56,53,0.98,1875,34.72,23,0.43,91,1.69,5,0.09,72,1.33,45,0.83,12,0.22,-,-,8,1.14,-,-,-,-,-,-,-,-,-,-
Okinawa,10015,178.84,41,1.24,26,0.79,98,2.97,250,7.58,20,0.61,130,3.94,-,-,26,0.79,9,0.27,3,0.09,4,0.44,40,4.44,1,0.14,-,-,-,-,1,0.14,-,-
