disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id
D016,Influenza A - Swine Influenza,,Notifiable,Novel influenza A infection - Swine Influenza,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,SER_HK_NOVEL_INFLUENZA_SWINE
D016,Influenza A - Variant Influenza A (H3N2),,Notifiable,Novel influenza A infection - Variant Influenza A (H3N2),"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,SER_HK_NOVEL_INFLUENZA_VARIANT_H3N2
D016,Novel influenza A infection - Others,,Notifiable,Influenza A - Others,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,SER_HK_NOVEL_INFLUENZA_OTHERS
D106,Invasive pneumococcal disease,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D020,Japanese encephalitis,,Notifiable,Japanese Encephalitis,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D107,Legionnaires' disease,,Notifiable,Legionnaires' Disease|Legionellosis,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D042,Leprosy,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D035,Leptospirosis,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D108,Listeriosis,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D037,Malaria,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D017,Measles,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D116,Melioidosis,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D110,Meningococcal infection (invasive),,Notifiable,Meningococcal Infections|Meningococcal disease,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D049,Middle East Respiratory Syndrome,,Notifiable,MERS|Severe Respiratory Disease associated with Novel Coronavirus,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D065,Mpox (Monkeypox),,Notifiable,Mpox|Monkeypox,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D039,Mumps,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D234,Paratyphoid fever,,Notifiable,Paratyphoid Fever,"Hong Kong, China CHP mapping; paratyphoid-only source category","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,SER_HK_PARATYPHOID_MONTHLY
D001,Plague,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D112,Psittacosis,,Notifiable,Ornithosis,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D113,Q fever,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D019,Rabies,,Notifiable,Rabies(Human),"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D145,Relapsing fever,,Notifiable,Relapsing Fever,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D040,Rubella and congenital rubella syndrome - Rubella,,Notifiable,Rubella,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D168,Rubella and congenital rubella syndrome - Congenital rubella syndrome,,Notifiable,Congenital rubella syndrome,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D031,Scarlet fever,,Notifiable,Scarlet Fever,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D003,Severe Acute Respiratory Syndrome,,Notifiable,SARS,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D064,Smallpox,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D056,Streptococcus suis infection,,Notifiable,Streptococcus suis Infection,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D120,Tetanus,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D025,Tuberculosis,,Notifiable,,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D124,Typhoid fever,,Notifiable,Typhoid Fever,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D043,Typhus,,Notifiable,Typhus Fever|Typhus and other rickettsial diseases - Unclassified,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D058,Typhus and other rickettsial diseases - Scrub typhus,,Notifiable,Typhus - Scrub,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D118,Typhus and other rickettsial diseases - Spotted fever,,Notifiable,Spotted fever rickettsiosis,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D169,Typhus and other rickettsial diseases - Urban typhus,,Notifiable,Typhus - Urban|Urban typhus,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D127,Viral haemorrhagic fever,,Notifiable,Viral hemorrhagic fever,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D007,Viral hepatitis - A,,Notifiable,Viral Hepatitis - A|Hepatitis A,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D008,Viral hepatitis - B,,Notifiable,Viral Hepatitis - B|Hepatitis B,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D009,Viral hepatitis - C,,Notifiable,Viral Hepatitis - C|Hepatitis C,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D010,Viral hepatitis - D,,Notifiable,Hepatitis D,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D011,Viral hepatitis - E,,Notifiable,Viral Hepatitis - E|Hepatitis E,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D071,Viral Hepatitis - Unclassified,,Notifiable,Viral hepatitis - Unclassified|Unspecified viral hepatitis,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D128,West Nile Virus Infection,,Notifiable,West Nile virus,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D028,Whooping cough,,Notifiable,Whooping Cough|Pertussis,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D059,Yellow fever,,Notifiable,Yellow Fever,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
D051,Zika Virus Infection,,Notifiable,Zika virus disease|Zika,"Hong Kong, China CHP mapping","Hong Kong, China CHP Notifiable Infectious Diseases",SRC_HK_CHP,
