disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id
D017,Mässling,massling,National monthly,Measles|Rubeola,FHM SmiNet monthly national total,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_MEASLES
D112,Papegojsjuka,papegojsjuka,National monthly,Psittacosis|Ornithosis,FHM psittacosis category,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_PSITTACOSIS
D234,Paratyfoidfeber,paratyfoidfeber,National monthly,Paratyphoid fever|Salmonella Paratyphi infection,Paratyphoid-only source category,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_PARATYPHOID
D013,Polio,polio,National monthly,Poliomyelitis,FHM polio disease category,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_POLIO
D039,Påssjuka,passjuka,National monthly,Mumps,FHM SmiNet monthly national total,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_MUMPS
D113,Q-feber,q-feber,National monthly,Q fever,FHM SmiNet monthly national total,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_Q_FEVER
D199,Rotavirusinfektion,rotavirusinfektion,National monthly,Rotavirus infection|Rotavirus gastroenteritis,FHM source-defined rotavirus category,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_ROTAVIRUS
D040,Röda hund,roda-hund,National monthly,Rubella|German measles,Excludes congenital rubella syndrome unless source definition changes,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_RUBELLA
D114,Salmonellainfektion,salmonellainfektion,National monthly,Salmonellosis|Salmonella infection,Retain FHM source scope alongside separate Typhi and Paratyphi categories,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_SALMONELLA
D105,Shigellainfektion,shigellainfektion,National monthly,Shigellosis|Shigella infection,FHM SmiNet monthly national total,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_SHIGELLA
D163,Sorkfeber,sorkfeber,National monthly,Nephropathia epidemica|Puumala virus infection|Hantavirus hemorrhagic fever with renal syndrome,Swedish source category is nephropathia epidemica,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_NEPHROPATHIA
D120,Stelkramp,stelkramp,National monthly,Tetanus,FHM SmiNet monthly national total,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_TETANUS
D205,TBE,tbe,National monthly,Tick-borne encephalitis,FHM TBE disease category,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_TBE
D122,Trikinos,trikinos,National monthly,Trichinellosis|Trichinosis,FHM SmiNet monthly national total,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_TRICHINELLOSIS
D025,Tuberkulos,tuberkulos,National monthly,Tuberculosis|TB,FHM tuberculosis disease category,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_TUBERCULOSIS
D124,Tyfoidfeber,tyfoidfeber,National monthly,Typhoid fever|Salmonella Typhi infection,Typhoid-only source category,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_TYPHOID
D125,Vancomycinresistenta enterokocker,vancomycinresistenta-enterokocker,National monthly,Vancomycin-resistant enterococci|VRE,Organism and infection or colonization scope retained at source-series level,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_VRE
D126,Vibrioinfektion,vibrioinfektion,National monthly,Vibriosis|Vibrio infection,FHM source-defined Vibrio category,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_VIBRIO
D155,Yersiniainfektion,yersiniainfektion,National monthly,Yersiniosis|Yersinia infection,FHM source-defined Yersinia category,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_YERSINIA
D238,HTLV 1- och HTLV 2-infektion,htlv-1-och-htlv-2-infektion,National monthly,"HTLV-1 infection|HTLV-2 infection",Combined source category; virus type cannot be separated,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_HTLV_1_2
D236,Meticillinresistenta gula stafylokocker,meticillinresistenta-gula-stafylokocker,National monthly,"Methicillin-resistant Staphylococcus aureus|MRSA",Source surveillance may include infection or colonization and is not restricted to community-associated MRSA,Sweden Public Health Agency SmiNet,SRC_SE_FOHM_SMINET,SER_SE_FOHM_SMINET_MRSA
