disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id,mapping_scope,target_kind,target_code,mapping_relation,comparability,projection_policy,aggregation_policy,definition_version
D144,Creutzfeldt Jakob disease,creutzfeldt_jakob_disease,National weekly,CJD,Source is CJD rather than all prion diseases,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_CJD_WEEKLY,source_category_dimension,concept,D144,narrower,conditional,canonical,non_additive,IE_HPSC_NDH_current
D096,Cryptosporidiosis,cryptosporidiosis,National weekly,Cryptosporidium infection,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_CRYPTOSPORIDIOSIS_WEEKLY,source_category_dimension,concept,D096,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D021,Dengue fever,dengue_fever,National weekly,Dengue,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_DENGUE_WEEKLY,source_category_dimension,concept,D021,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D029,Diphtheria,diphtheria,National weekly,,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_DIPHTHERIA_WEEKLY,source_category_dimension,concept,D029,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D045,Echinococcosis,echinococcosis,National weekly,Hydatid disease,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_ECHINOCOCCOSIS_WEEKLY,source_category_dimension,concept,D045,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D099,Giardiasis,giardiasis,National weekly,Giardia infection,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_GIARDIASIS_WEEKLY,source_category_dimension,concept,D099,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D033,Gonorrhoea,gonorrhoea,National weekly,Gonorrhea,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_GONORRHOEA_WEEKLY,source_category_dimension,concept,D033,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D100,Haemophilus influenzae disease (invasive),haemophilus_influenzae_disease_invasive,National weekly,Invasive Haemophilus influenzae disease,Invasive source category,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_INVASIVE_HAEMOPHILUS_WEEKLY,source_category_dimension,concept,D100,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D007,Hepatitis A (acute),hepatitis_a_acute,National weekly,Acute hepatitis A,Course-qualified source series,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_HEPATITIS_A_ACUTE_WEEKLY,source_category_dimension,concept,D007,narrower,conditional,canonical,non_additive,IE_HPSC_NDH_current
D008,Hepatitis B (acute and chronic),hepatitis_b_acute_and_chronic,National weekly,Hepatitis B combined,Combined course series; never split or add to acute/chronic child series,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_HEPATITIS_B_COMBINED_WEEKLY,source_category_dimension,concept,D008,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D009,Hepatitis C,hepatitis_c,National weekly,,Source does not qualify acute/chronic course,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_HEPATITIS_C_WEEKLY,source_category_dimension,concept,D009,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D011,Hepatitis E infection,hepatitis_e_infection,National weekly,Hepatitis E,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_HEPATITIS_E_WEEKLY,source_category_dimension,concept,D011,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D162,Human immunodeficiency virus infection,human_immunodeficiency_virus_infection,National weekly,HIV infection,Kept distinct from AIDS,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_HIV_WEEKLY,source_category_dimension,concept,D162,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D038,Influenza,influenza,National weekly,Seasonal influenza,HPSC notification series; source case definition retained,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_INFLUENZA_WEEKLY,source_category_dimension,concept,D038,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D107,Legionellosis,legionellosis,National weekly,Legionnaires disease,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_LEGIONELLOSIS_WEEKLY,source_category_dimension,concept,D107,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D042,Leprosy,leprosy,National weekly,Hansen disease,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_LEPROSY_WEEKLY,source_category_dimension,concept,D042,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D035,Leptospirosis,leptospirosis,National weekly,,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_LEPTOSPIROSIS_WEEKLY,source_category_dimension,concept,D035,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D108,Listeriosis,listeriosis,National weekly,Listeria infection,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_LISTERIOSIS_WEEKLY,source_category_dimension,concept,D108,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D109,Lyme disease,lyme_disease,National weekly,Lyme borreliosis,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_LYME_WEEKLY,source_category_dimension,concept,D109,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D242,Lymphogranuloma venereum,lymphogranuloma_venereum,National weekly,LGV,Kept distinct from general chlamydia series,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_LGV_WEEKLY,source_category_dimension,concept,D242,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D037,Malaria,malaria,National weekly,,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_MALARIA_WEEKLY,source_category_dimension,concept,D037,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D017,Measles,measles,National weekly,,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_MEASLES_WEEKLY,source_category_dimension,concept,D017,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D110,Meningococcal disease,meningococcal_disease,National weekly,Invasive meningococcal disease,HPSC source definition retained,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_MENINGOCOCCAL_WEEKLY,source_category_dimension,concept,D110,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D065,Mpox,mpox,National weekly,Monkeypox,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_MPOX_WEEKLY,source_category_dimension,concept,D065,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D039,Mumps,mumps,National weekly,,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_MUMPS_WEEKLY,source_category_dimension,concept,D039,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D234,Paratyphoid,paratyphoid,National weekly,Paratyphoid fever,Paratyphoid-only series,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_PARATYPHOID_WEEKLY,source_category_dimension,concept,D234,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D028,Pertussis,pertussis,National weekly,Whooping cough,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_PERTUSSIS_WEEKLY,source_category_dimension,concept,D028,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D113,Q fever,q_fever,National weekly,Q-fever,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_Q_FEVER_WEEKLY,source_category_dimension,concept,D113,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D142,Respiratory syncytial virus infection,respiratory_syncytial_virus_infection,National weekly,RSV infection,HPSC source definition retained,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_RSV_WEEKLY,source_category_dimension,concept,D142,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D199,Rotavirus infection,rotavirus_infection,National weekly,Rotavirus,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_ROTAVIRUS_WEEKLY,source_category_dimension,concept,D199,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D114,Salmonellosis,salmonellosis,National weekly,Non-typhoidal salmonellosis,Typhoid and paratyphoid are separate source series,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_SALMONELLOSIS_WEEKLY,source_category_dimension,concept,D114,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D105,Shigellosis,shigellosis,National weekly,Shigella infection,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_SHIGELLOSIS_WEEKLY,source_category_dimension,concept,D105,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D157,Streptococcus group A infection (invasive),streptococcus_group_a_infection_invasive,National weekly,Invasive group A streptococcal infection,iGAS source category,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_INVASIVE_GAS_WEEKLY,source_category_dimension,concept,D157,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D106,Streptococcus pneumoniae infection (invasive),streptococcus_pneumoniae_infection_invasive,National weekly,Invasive pneumococcal disease,Invasive source category,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_INVASIVE_PNEUMOCOCCAL_WEEKLY,source_category_dimension,concept,D106,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D034,Syphilis,syphilis,National weekly,,Source does not qualify clinical stage,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_SYPHILIS_WEEKLY,source_category_dimension,concept,D034,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D085,Toxoplasmosis,toxoplasmosis,National weekly,Toxoplasma infection,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_TOXOPLASMOSIS_WEEKLY,source_category_dimension,concept,D085,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D025,Tuberculosis,tuberculosis,National weekly,TB,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_TUBERCULOSIS_WEEKLY,source_category_dimension,concept,D025,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D123,Tularemia,tularemia,National weekly,Tularaemia,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_TULAREMIA_WEEKLY,source_category_dimension,concept,D123,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D124,Typhoid,typhoid,National weekly,Typhoid fever,Typhoid-only series,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_TYPHOID_WEEKLY,source_category_dimension,concept,D124,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D043,Typhus,typhus,National weekly,,HPSC source definition retained,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_TYPHUS_WEEKLY,source_category_dimension,concept,D043,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D115,Verotoxigenic Escherichia coli infection,verotoxigenic_escherichia_coli_infection,National weekly,VTEC|STEC|Shiga toxin-producing Escherichia coli infection,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_VTEC_WEEKLY,source_category_dimension,concept,D115,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D240,Viral encephalitis,viral_encephalitis,National weekly,Viral meningoencephalitis surveillance,Source category is narrower than the aggregate canonical surveillance concept,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_VIRAL_ENCEPHALITIS_WEEKLY,source_category_dimension,concept,D240,narrower,conditional,canonical,non_additive,IE_HPSC_NDH_current
D134,Viral meningitis,viral_meningitis,National weekly,Aseptic meningitis,Source category is viral meningitis and remains definition-specific,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_VIRAL_MENINGITIS_WEEKLY,source_category_dimension,concept,D134,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D128,West Nile fever,west_nile_fever,National weekly,West Nile virus disease,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_WEST_NILE_WEEKLY,source_category_dimension,concept,D128,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D155,Yersiniosis,yersiniosis,National weekly,Yersinia infection,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_YERSINIOSIS_WEEKLY,source_category_dimension,concept,D155,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D051,Zika virus infection,zika_virus_infection,National weekly,Zika virus disease,HPSC national weekly notifications,Ireland HPSC Notifiable Diseases Hub,SRC_IE_HPSC_NDH,SER_IE_HPSC_ZIKA_WEEKLY,source_category_dimension,concept,D051,exact,conditional,canonical,non_additive,IE_HPSC_NDH_current
D023,Anthrax,anth,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_ANTH_ANNUAL,source_category_dimension,concept,D023,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
,Arenavirus infection,arena,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved; legacy flat-target compatibility is intentionally disabled,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_ARENA_ANNUAL,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D091,Botulism,botu,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_BOTU_ANNUAL,source_category_dimension,concept,D091,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D032,Brucellosis,bruc,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_BRUC_ANNUAL,source_category_dimension,concept,D032,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D092,Campylobacteriosis,camp,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_CAMP_ANNUAL,source_category_dimension,concept,D092,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D203,Crimean-Congo haemorrhagic fever,cchf,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_CCHF_ANNUAL,source_category_dimension,concept,D203,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D052,Chikungunya virus disease,chik,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_CHIK_ANNUAL,source_category_dimension,concept,D052,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D094,Chlamydia infection,chlam,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_CHLAM_ANNUAL,source_category_dimension,concept,D094,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D002,Cholera,chol,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_CHOL_ANNUAL,source_category_dimension,concept,D002,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D167,"Syphilis, congenital",consyph,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_CONSYPH_ANNUAL,source_category_dimension,concept,D167,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D096,Cryptosporidiosis,cryp,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_CRYP_ANNUAL,source_category_dimension,concept,D096,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D021,Dengue,dengue,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_DENGUE_ANNUAL,source_category_dimension,concept,D021,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D029,Diphtheria,diph,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_DIPH_ANNUAL,source_category_dimension,concept,D029,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D045,Echinococcosis,echi,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_ECHI_ANNUAL,source_category_dimension,concept,D045,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
,Ebola and Marburg virus disease,filo,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved; legacy flat-target compatibility is intentionally disabled,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_FILO_ANNUAL,source_category_dimension,group,G_VIRAL_HEMORRHAGIC_FEVER_SPECTRUM,aggregate,not_comparable,no_projection,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D099,Giardiasis,giar,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_GIAR_ANNUAL,source_category_dimension,concept,D099,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D033,Gonorrhoea,gono,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_GONO_ANNUAL,source_category_dimension,concept,D033,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D100,Invasive Haemophilus influenzae disease,haeinf,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_HAEINF_ANNUAL,source_category_dimension,concept,D100,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D102,Hantavirus infection,hanta,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_HANTA_ANNUAL,source_category_dimension,concept,D102,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D007,Hepatitis A,hepa,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_HEPA_ANNUAL,source_category_dimension,concept,D007,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D009,Hepatitis C,hepc,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_HEPC_ANNUAL,source_category_dimension,concept,D009,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D162,HIV infection,hiv_infection,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_HIV_INFECTION_ANNUAL,source_category_dimension,concept,D162,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D005,AIDS,aids,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_AIDS_ANNUAL,source_category_dimension,concept,D005,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D107,Legionnaires' disease,legi,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_LEGI_ANNUAL,source_category_dimension,concept,D107,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D035,Leptospirosis,lept,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_LEPT_ANNUAL,source_category_dimension,concept,D035,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D242,"Chlamydia infection, lymphogranuloma venereum",lgv,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_LGV_ANNUAL,source_category_dimension,concept,D242,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D108,Listeriosis,list,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_IE_ECDC_ATLAS,SER_IE_ECDC_LIST_ANNUAL,source_category_dimension,concept,D108,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
