"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rd week, 2023",,,,,,"Data collected as of January 25, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,851,11.2,20,0.42,4,0.08,27,0.56,598,12.46,11,0.23,3,0.06,1,0.02,48,1,-,-,-,-,-,-,5,0.42,-,-,-,-,-,-,-,-,-,-
Gunma,962,11.32,34,0.65,21,0.4,23,0.44,985,18.94,9,0.17,6,0.12,2,0.04,37,0.71,1,0.02,3,0.06,-,-,12,0.86,-,-,-,-,-,-,-,-,-,-
Saitama,4138,16.49,40,0.25,33,0.21,129,0.82,3944,24.96,35,0.22,13,0.08,6,0.04,104,0.66,2,0.01,16,0.1,5,0.13,21,0.53,1,0.09,2,0.18,-,-,-,-,1,0.09
Chiba,4121,19.81,26,0.2,12,0.09,77,0.6,3113,24.13,42,0.33,10,0.08,1,0.01,63,0.49,1,0.01,10,0.08,-,-,22,0.67,1,0.11,1,0.11,-,-,-,-,-,-
Tokyo,7142,17.46,65,0.25,51,0.2,125,0.48,6158,23.78,64,0.25,31,0.12,5,0.02,166,0.64,12,0.05,17,0.07,-,-,10,0.26,-,-,1,0.04,1,0.04,-,-,-,-
Kanagawa,6613,18.37,47,0.21,40,0.18,134,0.59,4605,20.2,43,0.19,28,0.12,2,0.01,132,0.58,15,0.07,22,0.1,1,0.02,70,1.4,-,-,-,-,1,0.09,-,-,-,-
Niigata,1067,12.41,91,1.63,23,0.41,87,1.55,704,12.57,7,0.13,4,0.07,-,-,32,0.57,1,0.02,4,0.07,-,-,7,0.7,-,-,1,0.08,-,-,-,-,-,-
Toyama,884,18.42,26,0.9,14,0.48,46,1.59,523,18.03,2,0.07,4,0.14,1,0.03,19,0.66,3,0.1,1,0.03,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-
Ishikawa,1203,25.06,13,0.45,15,0.52,15,0.52,780,26.9,8,0.28,24,0.83,1,0.03,20,0.69,2,0.07,2,0.07,-,-,8,1.14,-,-,-,-,-,-,-,-,-,-
Fukui,773,20.89,18,0.78,22,0.96,26,1.13,451,19.61,21,0.91,27,1.17,1,0.04,19,0.83,3,0.13,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,338,8.24,34,1.42,-,-,5,0.21,333,13.88,-,-,-,-,1,0.04,21,0.88,-,-,2,0.08,-,-,9,1,-,-,-,-,-,-,-,-,-,-
Nagano,1126,12.8,67,1.24,4,0.07,38,0.7,1049,19.43,13,0.24,8,0.15,1,0.02,35,0.65,9,0.17,1,0.02,3,0.3,12,1.2,-,-,-,-,1,0.08,-,-,-,-
Gifu,902,10.37,11,0.21,19,0.36,16,0.3,353,6.66,1,0.02,2,0.04,1,0.02,27,0.51,-,-,-,-,-,-,3,0.27,-,-,-,-,-,-,-,-,-,-
Shizuoka,1720,12.37,72,0.81,33,0.37,37,0.42,1154,12.97,25,0.28,6,0.07,3,0.03,43,0.48,-,-,12,0.13,-,-,8,0.36,1,0.1,-,-,1,0.1,-,-,-,-
Aichi,3826,19.62,25,0.14,37,0.2,129,0.71,2387,13.12,32,0.18,23,0.13,3,0.02,87,0.48,2,0.01,3,0.02,-,-,7,0.2,-,-,1,0.07,-,-,-,-,-,-
Mie,1411,19.87,5,0.11,27,0.6,27,0.6,671,14.91,14,0.31,2,0.04,1,0.02,32,0.71,-,-,2,0.04,-,-,1,0.08,1,0.11,-,-,-,-,-,-,-,-
Shiga,978,16.3,7,0.19,19,0.53,29,0.81,552,15.33,11,0.31,7,0.19,-,-,17,0.47,2,0.06,2,0.06,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-
Kyoto,3789,30.56,20,0.27,39,0.52,145,1.93,1062,14.16,44,0.59,47,0.63,-,-,30,0.4,13,0.17,1,0.01,-,-,7,0.39,-,-,-,-,1,0.14,-,-,-,-
Osaka,12341,41.41,69,0.36,72,0.37,159,0.82,2770,14.28,61,0.31,66,0.34,3,0.02,117,0.6,33,0.17,10,0.05,3,0.06,17,0.33,-,-,1,0.06,-,-,-,-,-,-
Hyogo,4881,24.53,45,0.35,59,0.46,84,0.65,2283,17.7,24,0.19,80,0.62,4,0.03,68,0.53,12,0.09,12,0.09,2,0.06,19,0.54,-,-,1,0.07,-,-,-,-,-,-
Nara,1244,22.62,5,0.15,20,0.59,24,0.71,392,11.53,6,0.18,35,1.03,-,-,28,0.82,3,0.09,-,-,-,-,7,0.7,1,0.17,-,-,-,-,1,0.17,-,-
Wakayama,1148,23.43,22,0.73,3,0.1,17,0.57,299,9.97,3,0.1,17,0.57,-,-,11,0.37,1,0.03,2,0.07,-,-,-,-,1,0.09,-,-,1,0.09,-,-,-,-
Tottori,355,12.24,4,0.21,10,0.53,53,2.79,225,11.84,2,0.11,7,0.37,1,0.05,12,0.63,1,0.05,1,0.05,-,-,2,0.4,-,-,-,-,-,-,-,-,-,-
Shimane,342,9,-,-,5,0.22,9,0.39,335,14.57,8,0.35,20,0.87,-,-,23,1,1,0.04,1,0.04,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Okayama,1239,14.75,48,0.89,33,0.61,20,0.37,1168,21.63,17,0.31,18,0.33,-,-,36,0.67,5,0.09,2,0.04,2,0.17,7,0.58,1,0.2,2,0.4,-,-,-,-,-,-
Hiroshima,1694,14.86,54,0.76,21,0.3,46,0.65,1758,24.76,12,0.17,13,0.18,-,-,36,0.51,8,0.11,2,0.03,1,0.05,18,0.95,-,-,-,-,1,0.05,-,-,-,-
Yamaguchi,829,12.75,27,0.6,9,0.2,52,1.16,687,15.27,4,0.09,7,0.16,1,0.02,43,0.96,11,0.24,3,0.07,-,-,18,2,-,-,-,-,-,-,-,-,-,-
Tokushima,664,17.95,16,0.7,3,0.13,2,0.09,399,17.35,8,0.35,14,0.61,-,-,24,1.04,2,0.09,-,-,-,-,2,0.5,1,0.14,-,-,-,-,-,-,-,-
Kagawa,1056,22.47,23,0.82,12,0.43,5,0.18,933,33.32,2,0.07,3,0.11,-,-,19,0.68,2,0.07,1,0.04,-,-,1,0.2,-,-,-,-,1,0.2,-,-,-,-
Ehime,1620,26.56,19,0.51,10,0.27,56,1.51,855,23.11,3,0.08,22,0.59,-,-,41,1.11,4,0.11,4,0.11,-,-,7,0.88,-,-,-,-,1,0.17,-,-,-,-
Kochi,838,18.62,36,1.33,5,0.19,9,0.33,402,14.89,5,0.19,22,0.81,-,-,21,0.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13
Fukuoka,9445,47.7,126,1.05,67,0.56,328,2.73,2052,17.1,35,0.29,103,0.86,1,0.01,114,0.95,80,0.67,6,0.05,-,-,9,0.35,1,0.07,-,-,-,-,-,-,-,-
Saga,1669,42.79,42,1.83,15,0.65,12,0.52,167,7.26,2,0.09,36,1.57,-,-,35,1.52,23,1,4,0.17,-,-,2,0.5,-,-,-,-,-,-,-,-,1,0.17
Nagasaki,2566,36.66,78,1.77,15,0.34,244,5.55,582,13.23,21,0.48,32,0.73,2,0.05,33,0.75,7,0.16,7,0.16,3,0.38,11,1.38,-,-,-,-,-,-,-,-,-,-
Kumamoto,1825,22.81,130,2.6,21,0.42,19,0.38,920,18.4,12,0.24,42,0.84,-,-,61,1.22,49,0.98,6,0.12,-,-,11,1.22,-,-,1,0.07,-,-,-,-,-,-
Oita,1391,23.98,6,0.17,14,0.39,25,0.69,854,23.72,7,0.19,8,0.22,1,0.03,29,0.81,12,0.33,4,0.11,-,-,8,1.6,-,-,-,-,2,0.18,-,-,-,-
Miyazaki,2639,47.13,28,0.8,26,0.74,29,0.83,876,25.03,9,0.26,15,0.43,-,-,38,1.09,26,0.74,8,0.23,-,-,10,1.67,-,-,-,-,-,-,-,-,-,-
Kagoshima,2741,30.12,66,1.22,44,0.81,33,0.61,901,16.69,16,0.3,49,0.91,3,0.06,43,0.8,25,0.46,7,0.13,-,-,4,0.57,-,-,-,-,-,-,-,-,-,-
Okinawa,5064,90.43,23,0.7,18,0.55,47,1.42,144,4.36,13,0.39,63,1.91,-,-,18,0.55,5,0.15,3,0.09,3,0.33,29,3.22,1,0.14,-,-,-,-,1,0.14,-,-
