"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4th week, 2023",,,,,,"Data collected as of February 1, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,1303,17.14,26,0.54,5,0.1,46,0.96,990,20.63,13,0.27,12,0.25,1,0.02,55,1.15,2,0.04,2,0.04,-,-,6,0.5,-,-,-,-,-,-,-,-,-,-
Gunma,1318,15.33,42,0.79,32,0.6,30,0.57,1471,27.75,20,0.38,7,0.13,2,0.04,58,1.09,1,0.02,7,0.13,-,-,12,0.86,-,-,-,-,-,-,-,-,-,-
Saitama,5936,23.56,63,0.4,45,0.28,173,1.09,5467,34.6,51,0.32,21,0.13,8,0.05,145,0.92,4,0.03,22,0.14,5,0.13,32,0.8,1,0.09,3,0.27,1,0.09,-,-,1,0.09
Chiba,5714,27.34,50,0.38,21,0.16,113,0.87,4286,32.97,50,0.38,11,0.08,2,0.02,85,0.65,1,0.01,13,0.1,-,-,27,0.82,1,0.11,1,0.11,-,-,-,-,-,-
Tokyo,10957,26.66,80,0.31,74,0.28,190,0.73,8496,32.68,87,0.33,36,0.14,6,0.02,229,0.88,14,0.05,28,0.11,1,0.03,12,0.32,2,0.08,1,0.04,1,0.04,1,0.04,-,-
Kanagawa,10144,28.1,58,0.25,53,0.23,197,0.86,6557,28.76,54,0.24,37,0.16,7,0.03,177,0.78,17,0.07,35,0.15,1,0.02,86,1.72,1,0.09,2,0.18,2,0.18,-,-,-,-
Niigata,1597,18.57,145,2.59,29,0.52,134,2.39,1050,18.75,11,0.2,10,0.18,2,0.04,49,0.88,1,0.02,4,0.07,-,-,7,0.7,-,-,1,0.08,-,-,-,-,-,-
Toyama,1427,29.73,39,1.34,26,0.9,66,2.28,841,29,8,0.28,5,0.17,1,0.03,21,0.72,4,0.14,1,0.03,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-
Ishikawa,2044,42.58,31,1.07,21,0.72,23,0.79,1127,38.86,9,0.31,33,1.14,1,0.03,30,1.03,2,0.07,2,0.07,-,-,13,1.86,-,-,-,-,1,0.2,-,-,-,-
Fukui,1712,46.27,27,1.17,31,1.35,42,1.83,599,26.04,26,1.13,38,1.65,1,0.04,26,1.13,3,0.13,3,0.13,-,-,-,-,2,0.33,1,0.17,-,-,-,-,-,-
Yamanashi,392,9.56,39,1.63,1,0.04,8,0.33,590,24.58,-,-,-,-,1,0.04,25,1.04,-,-,3,0.13,-,-,16,1.78,-,-,-,-,-,-,-,-,-,-
Nagano,1468,16.68,100,1.85,4,0.07,47,0.87,1631,30.2,18,0.33,10,0.19,1,0.02,43,0.8,15,0.28,1,0.02,3,0.3,13,1.3,-,-,1,0.08,3,0.25,-,-,-,-
Gifu,1273,14.63,12,0.23,27,0.51,18,0.34,571,10.77,2,0.04,3,0.06,1,0.02,31,0.58,-,-,1,0.02,-,-,3,0.27,-,-,-,-,-,-,-,-,1,0.2
Shizuoka,2138,15.38,94,1.06,47,0.53,54,0.61,1809,20.33,30,0.34,8,0.09,5,0.06,60,0.67,1,0.01,16,0.18,-,-,8,0.36,1,0.1,-,-,2,0.2,-,-,-,-
Aichi,5284,27.1,47,0.26,45,0.25,225,1.24,3441,18.91,36,0.2,25,0.14,3,0.02,106,0.58,2,0.01,5,0.03,-,-,9,0.26,-,-,1,0.07,-,-,-,-,-,-
Mie,1991,28.44,8,0.18,33,0.75,40,0.91,900,20.45,19,0.43,2,0.05,2,0.05,39,0.89,2,0.05,2,0.05,-,-,1,0.08,2,0.22,1,0.11,-,-,-,-,-,-
Shiga,1557,25.95,9,0.25,22,0.61,35,0.97,752,20.89,13,0.36,10,0.28,-,-,20,0.56,2,0.06,2,0.06,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-
Kyoto,6299,50.8,28,0.37,52,0.69,199,2.65,1504,20.05,52,0.69,50,0.67,1,0.01,42,0.56,22,0.29,2,0.03,1,0.06,8,0.44,-,-,1,0.14,1,0.14,-,-,-,-
Osaka,19665,65.99,95,0.49,100,0.52,270,1.39,4043,20.84,78,0.4,85,0.44,4,0.02,146,0.75,42,0.22,16,0.08,3,0.06,23,0.44,-,-,1,0.06,-,-,-,-,-,-
Hyogo,7671,38.55,67,0.52,71,0.55,109,0.84,3419,26.5,42,0.33,112,0.87,6,0.05,99,0.77,16,0.12,15,0.12,2,0.06,35,1,-,-,1,0.07,-,-,-,-,-,-
Nara,2010,36.55,9,0.26,28,0.82,36,1.06,561,16.5,7,0.21,39,1.15,-,-,35,1.03,4,0.12,1,0.03,-,-,11,1.1,2,0.33,-,-,-,-,1,0.17,-,-
Wakayama,1712,34.94,38,1.27,7,0.23,21,0.7,433,14.43,7,0.23,20,0.67,-,-,16,0.53,1,0.03,3,0.1,1,0.25,-,-,1,0.09,-,-,1,0.09,-,-,-,-
Tottori,421,14.52,4,0.21,11,0.58,71,3.74,370,19.47,2,0.11,7,0.37,1,0.05,17,0.89,1,0.05,1,0.05,-,-,2,0.4,-,-,-,-,-,-,-,-,-,-
Shimane,514,13.53,-,-,5,0.22,13,0.57,510,22.17,12,0.52,35,1.52,-,-,33,1.43,3,0.13,1,0.04,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Okayama,1754,20.88,64,1.19,43,0.8,28,0.52,1581,29.28,20,0.37,24,0.44,2,0.04,46,0.85,5,0.09,5,0.09,2,0.17,10,0.83,1,0.2,3,0.6,-,-,-,-,-,-
Hiroshima,2704,23.72,70,0.99,32,0.45,66,0.93,2405,33.87,14,0.2,15,0.21,1,0.01,45,0.63,9,0.13,2,0.03,1,0.05,23,1.21,-,-,-,-,1,0.05,-,-,1,0.05
Yamaguchi,1102,16.95,38,0.84,12,0.27,63,1.4,997,22.16,5,0.11,12,0.27,1,0.02,55,1.22,12,0.27,3,0.07,-,-,19,2.11,-,-,-,-,1,0.11,-,-,-,-
Tokushima,867,23.43,24,1.04,3,0.13,2,0.09,532,23.13,9,0.39,25,1.09,-,-,30,1.3,4,0.17,-,-,1,0.25,2,0.5,1,0.14,1,0.14,-,-,-,-,-,-
Kagawa,1480,31.49,54,1.93,15,0.54,9,0.32,1259,44.96,3,0.11,3,0.11,-,-,31,1.11,2,0.07,1,0.04,-,-,1,0.2,-,-,-,-,1,0.2,-,-,-,-
Ehime,2164,35.48,25,0.68,12,0.32,69,1.86,1205,32.57,7,0.19,23,0.62,-,-,56,1.51,4,0.11,5,0.14,-,-,8,1,-,-,-,-,2,0.33,-,-,-,-
Kochi,1290,28.67,58,2.15,5,0.19,15,0.56,590,21.85,6,0.22,27,1,2,0.07,31,1.15,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,3,0.38
Fukuoka,13764,69.52,173,1.44,87,0.73,443,3.69,2689,22.41,49,0.41,140,1.17,1,0.01,153,1.28,123,1.03,8,0.07,-,-,12,0.46,2,0.13,-,-,-,-,-,-,-,-
Saga,2158,55.33,60,2.61,20,0.87,17,0.74,232,10.09,3,0.13,42,1.83,-,-,40,1.74,30,1.3,4,0.17,-,-,2,0.5,-,-,-,-,-,-,-,-,1,0.17
Nagasaki,3424,48.91,106,2.41,16,0.36,336,7.64,802,18.23,23,0.52,47,1.07,2,0.05,38,0.86,12,0.27,9,0.2,4,0.5,14,1.75,-,-,-,-,-,-,-,-,-,-
Kumamoto,2551,31.89,201,4.02,24,0.48,23,0.46,1215,24.3,15,0.3,52,1.04,-,-,87,1.74,74,1.48,7,0.14,-,-,16,1.78,2,0.13,1,0.07,-,-,-,-,-,-
Oita,2081,35.88,8,0.22,21,0.58,35,0.97,1244,34.56,7,0.19,9,0.25,2,0.06,44,1.22,24,0.67,4,0.11,-,-,13,2.6,-,-,-,-,2,0.18,-,-,-,-
Miyazaki,3578,63.89,42,1.2,45,1.29,39,1.11,1315,37.57,12,0.34,22,0.63,-,-,56,1.6,39,1.11,10,0.29,-,-,11,1.83,-,-,-,-,-,-,-,-,-,-
Kagoshima,3503,38.49,106,1.96,66,1.22,40,0.74,1324,24.52,17,0.31,79,1.46,5,0.09,55,1.02,31,0.57,8,0.15,-,-,6,0.86,-,-,-,-,-,-,-,-,-,-
Okinawa,7373,131.66,30,0.91,22,0.67,70,2.12,205,6.21,19,0.58,96,2.91,-,-,22,0.67,6,0.18,3,0.09,4,0.44,38,4.22,1,0.14,-,-,-,-,1,0.14,-,-
